NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.546,26.595,26.957,27.046,27.068,27.142,27.253,27.306,27.277,27.216,27.182,27.136,27.111,27.07,27.005,26.981,26.995,26.935,26.892,26.85,26.805,26.756,26.672,26.602,26.529,26.468,26.414,26.332,26.27,26.206,26.14,26.066,25.989,25.929,25.85,25.774,25.694,25.632,25.557,25.466,25.384,25.293,25.203,25.082,25.013,24.968,24.891,24.767,24.666,24.594,24.512,24.399,24.299,24.213,24.135,24.045,23.971,23.876,23.788,23.692,23.581,23.487,23.446,23.391,23.314,23.202,23.16,23.08,23.003,22.947,22.895,22.834,22.751,22.684,22.645,22.579,22.527,22.473,22.422,22.39,22.356,22.346,22.313,22.264,22.24,22.234,22.222,22.192,22.156,22.123,22.121,22.115,22.088,22.054,22.038,22.008,21.969,21.864,21.738,21.64,21.463,21.266,21.122,20.809,20.225,19.444,18.503,7.3397,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5807,23.475,26.867,27.019,27.022,27.164,27.342,27.36,27.331,27.281,27.236,27.204,27.188,27.144,27.089,27.05,27.028,26.974,26.912,26.851,26.802,26.759,26.651,26.575,26.51,26.452,26.388,26.295,26.218,26.124,26.056,25.98,25.91,25.843,25.764,25.694,25.61,25.534,25.437,25.363,25.284,25.199,25.116,25.017,24.936,24.869,24.783,24.674,24.566,24.478,24.419,24.32,24.219,24.099,24.035,23.978,23.906,23.78,23.682,23.597,23.49,23.402,23.366,23.323,23.227,23.123,23.089,22.993,22.945,22.925,22.863,22.788,22.735,22.686,22.636,22.587,22.546,22.507,22.485,22.454,22.407,22.391,22.361,22.335,22.326,22.324,22.276,22.246,22.219,22.213,22.205,22.193,22.161,22.128,22.121,22.078,22.029,21.955,21.854,21.677,21.436,21.197,20.969,20.625,20.06,19.129,15.457,0.35785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.529,26.685,26.945,26.977,27.211,27.414,27.387,27.361,27.341,27.308,27.271,27.238,27.202,27.163,27.092,27.046,27,26.929,26.842,26.771,26.719,26.638,26.574,26.476,26.407,26.332,26.226,26.139,26.042,25.97,25.89,25.827,25.742,25.667,25.614,25.533,25.451,25.352,25.257,25.179,25.091,25.012,24.918,24.833,24.735,24.679,24.61,24.487,24.371,24.3,24.214,24.114,24.013,23.941,23.869,23.774,23.677,23.612,23.542,23.44,23.385,23.337,23.273,23.177,23.116,23.071,22.991,22.958,22.916,22.848,22.783,22.733,22.686,22.637,22.594,22.558,22.542,22.537,22.503,22.472,22.422,22.4,22.407,22.402,22.388,22.348,22.33,22.31,22.315,22.299,22.268,22.245,22.235,22.193,22.14,22.078,21.994,21.895,21.688,21.37,21.149,20.785,20.277,19.641,18.666,6.3144,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.312,26.64,26.822,26.815,27.201,27.456,27.43,27.402,27.391,27.375,27.321,27.284,27.254,27.213,27.128,27.066,26.997,26.907,26.827,26.739,26.667,26.58,26.506,26.409,26.315,26.246,26.161,26.064,25.966,25.903,25.841,25.754,25.664,25.583,25.509,25.425,25.342,25.246,25.168,25.085,24.973,24.884,24.814,24.713,24.632,24.588,24.508,24.386,24.281,24.201,24.121,24.056,23.949,23.861,23.774,23.682,23.611,23.554,23.474,23.401,23.352,23.291,23.246,23.181,23.137,23.05,22.979,22.937,22.915,22.872,22.822,22.758,22.702,22.673,22.624,22.599,22.606,22.582,22.532,22.508,22.483,22.466,22.463,22.459,22.436,22.427,22.438,22.419,22.418,22.406,22.383,22.392,22.378,22.291,22.213,22.115,22.01,21.871,21.661,21.385,21.128,20.651,19.881,18.966,12.027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.8024,26.609,26.567,26.555,27.007,27.44,27.509,27.483,27.463,27.427,27.368,27.311,27.261,27.21,27.152,27.093,26.996,26.897,26.814,26.748,26.667,26.556,26.459,26.385,26.284,26.201,26.115,26.02,25.909,25.842,25.776,25.687,25.608,25.534,25.436,25.337,25.271,25.17,25.067,24.983,24.871,24.794,24.721,24.648,24.57,24.506,24.405,24.294,24.211,24.141,24.058,24.002,23.907,23.816,23.721,23.639,23.577,23.526,23.448,23.392,23.329,23.283,23.267,23.187,23.122,23.037,22.982,22.923,22.896,22.897,22.866,22.796,22.737,22.708,22.674,22.634,22.636,22.61,22.601,22.579,22.562,22.566,22.567,22.544,22.516,22.507,22.5,22.499,22.537,22.535,22.521,22.544,22.516,22.395,22.274,22.145,22.043,21.914,21.713,21.348,21.073,20.602,19.628,16.474,0.54459,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.903,26.326,26.646,27.253,27.521,27.565,27.549,27.511,27.476,27.406,27.342,27.278,27.248,27.186,27.12,27.02,26.943,26.842,26.775,26.685,26.581,26.479,26.39,26.274,26.183,26.105,25.998,25.89,25.814,25.729,25.635,25.552,25.467,25.37,25.277,25.19,25.093,24.997,24.906,24.809,24.736,24.644,24.586,24.502,24.423,24.319,24.217,24.166,24.097,24.018,23.943,23.862,23.767,23.696,23.622,23.56,23.488,23.414,23.374,23.317,23.268,23.229,23.181,23.144,23.071,23.028,22.977,22.938,22.906,22.865,22.821,22.776,22.739,22.701,22.683,22.705,22.686,22.679,22.652,22.64,22.652,22.655,22.631,22.614,22.6,22.615,22.609,22.626,22.622,22.622,22.633,22.582,22.501,22.37,22.24,22.106,21.947,21.685,21.324,20.997,20.444,19.487,11.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.258,26.391,27.2,27.489,27.568,27.592,27.579,27.552,27.506,27.448,27.395,27.349,27.329,27.26,27.161,27.093,27.006,26.897,26.809,26.729,26.617,26.535,26.434,26.301,26.201,26.101,26.005,25.907,25.833,25.735,25.624,25.518,25.424,25.321,25.223,25.134,25.056,24.955,24.844,24.774,24.689,24.581,24.493,24.426,24.355,24.276,24.198,24.133,24.048,23.98,23.897,23.805,23.722,23.686,23.632,23.564,23.489,23.407,23.351,23.306,23.265,23.234,23.185,23.145,23.107,23.053,23,22.966,22.917,22.869,22.845,22.838,22.81,22.771,22.73,22.75,22.73,22.719,22.711,22.742,22.747,22.749,22.737,22.755,22.735,22.74,22.731,22.717,22.718,22.728,22.744,22.665,22.611,22.52,22.374,22.257,22.079,21.815,21.466,21.034,20.617,19.955,9.6266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0439,26.536,27.17,27.433,27.555,27.61,27.613,27.59,27.551,27.504,27.447,27.406,27.379,27.311,27.189,27.109,27.018,26.902,26.813,26.733,26.618,26.53,26.427,26.318,26.21,26.1,25.997,25.907,25.819,25.724,25.619,25.523,25.43,25.302,25.199,25.149,25.06,24.942,24.829,24.76,24.667,24.568,24.473,24.405,24.307,24.255,24.182,24.108,24.024,23.946,23.872,23.797,23.728,23.657,23.604,23.55,23.472,23.405,23.354,23.33,23.292,23.246,23.189,23.134,23.093,23.059,23.022,22.983,22.965,22.928,22.9,22.862,22.845,22.814,22.773,22.805,22.799,22.786,22.812,22.832,22.819,22.824,22.834,22.855,22.873,22.861,22.85,22.827,22.852,22.886,22.889,22.831,22.752,22.668,22.563,22.453,22.219,22.037,21.752,21.393,21.217,20.788,13.414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8345,25.393,27.055,27.477,27.637,27.669,27.646,27.613,27.569,27.54,27.487,27.438,27.391,27.305,27.188,27.09,26.995,26.899,26.811,26.716,26.634,26.527,26.412,26.308,26.219,26.099,25.991,25.897,25.787,25.702,25.613,25.51,25.409,25.294,25.198,25.161,25.065,24.945,24.84,24.754,24.646,24.564,24.49,24.425,24.327,24.248,24.187,24.09,24.013,23.958,23.891,23.821,23.763,23.668,23.589,23.525,23.475,23.429,23.367,23.33,23.301,23.254,23.202,23.148,23.097,23.086,23.073,23.028,22.996,22.967,22.914,22.89,22.875,22.855,22.849,22.87,22.879,22.902,22.916,22.913,22.895,22.911,22.945,22.971,23.02,23.005,22.97,22.979,22.989,22.996,23.011,22.968,22.902,22.847,22.799,22.688,22.509,22.361,22.159,22.063,22.057,21.881,14.299,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.677,27.542,27.729,27.727,27.71,27.687,27.643,27.597,27.567,27.518,27.456,27.388,27.297,27.188,27.083,27.005,26.912,26.814,26.721,26.642,26.528,26.407,26.297,26.202,26.099,25.991,25.898,25.799,25.709,25.614,25.508,25.398,25.323,25.231,25.161,25.077,24.991,24.876,24.777,24.66,24.57,24.509,24.431,24.335,24.247,24.19,24.081,24.01,23.955,23.898,23.853,23.787,23.71,23.639,23.568,23.521,23.466,23.411,23.371,23.33,23.291,23.26,23.218,23.153,23.134,23.139,22.859,23.05,23.021,22.953,22.943,22.94,22.918,22.937,22.969,23.005,23.012,23.043,23.059,23.058,23.04,23.043,23.061,23.095,23.118,23.116,23.123,23.11,23.084,23.104,23.087,23.054,23.003,22.936,22.85,22.766,22.71,22.673,22.697,22.816,22.84,18.112,0.67281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
